record_id,location_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id
4126,AkHa00642,AkHa00642224,"2021-03-05 15:07:00",1,0,24
6112,AkHa00643,AkHa00643224,"2021-04-06 16:37:00",1,0,8
12480,AkHa00644,AkHa00644224,"2021-07-09 11:15:00",1,0,12
607,AkHa00645,AkHa00645224,"2021-01-12 12:20:00",1,0,1
50857,AkHa00646,AkHa00646224,"2023-02-16 14:17:00",1,0,34
54489,AkHa00647,AkHa00647224,"2023-04-12 10:44:00",1,0,1
44215,AkHa00648,AkHa00648224,"2022-11-03 15:51:00",1,0,46
11223,AkHa00649,AkHa00649224,"2021-06-21 11:22:00",1,0,30
51291,AkHa00650,AkHa00650224,"2023-02-23 10:48:00",1,0,36
6166,AkHa00651,AkHa00651224,"2021-04-07 13:55:00",1,0,38
9315,AkHa00652,AkHa00652224,"2021-05-25 12:12:00",1,0,36
17370,AkHa00653,AkHa00653224,"2021-09-21 15:11:00",1,0,32
12808,AkHa00654,AkHa00654224,"2021-07-14 15:14:00",1,0,14
49494,AkHa00655,AkHa00655224,"2023-01-24 10:50:00",1,5,8
42511,AkHa00656,AkHa00656224,"2022-10-06 16:54:00",1,0,5
222,AkHa00657,AkHa00657224,"2021-01-06 11:22:00",1,0,34
30497,AkHa00658,AkHa00658224,"2022-04-11 12:17:00",1,0,10
39750,AkHa00659,AkHa00659224,"2022-08-26 11:42:00",1,0,36
55869,AkHa00660,AkHa00660224,"2023-05-03 16:42:00",1,0,42
34362,AkHa00661,AkHa00661224,"2022-06-08 14:23:00",1,0,5
52082,AkHa00662,AkHa00662224,"2023-03-08 13:28:00",1,0,30
52523,AkHa00663,AkHa00663224,"2023-03-15 11:55:00",1,0,3
57248,AkHa00664,AkHa00664224,"2023-05-25 09:38:00",1,0,42
7214,AkHa00665,AkHa00665224,"2021-04-23 12:07:00",1,0,0
54422,AkHa00666,AkHa00666224,"2023-04-11 13:13:00",1,0,48
43625,AkHa00667,AkHa00667224,"2022-10-25 16:30:00",1,0,18
23871,AkHa00668,AkHa00668224,"2021-12-30 12:29:00",1,240,38
24037,AkHa00668,AkHa00668224,"2022-01-01 12:53:00",3,353,38
24016,AkHa00668,AkHa00668224,"2021-12-31 17:07:00",2,147,38
24053,AkHa00668,AkHa00668224,"2022-01-02 08:25:00",4,125,38
24352,AkHa00668,AkHa00668224,"2022-01-06 12:01:00",8,255,38
24324,AkHa00668,AkHa00668224,"2022-01-05 17:55:00",7,228,38
24144,AkHa00668,AkHa00668224,"2022-01-03 16:03:00",5,268,38
24163,AkHa00668,AkHa00668224,"2022-01-04 07:41:00",6,176,38
33106,AkHa00669,AkHa00669224,"2022-05-19 15:27:00",1,0,10
42584,AkHa00670,AkHa00670224,"2022-10-07 16:26:00",1,0,3
5976,AkHa00671,AkHa00671224,"2021-04-05 12:08:00",1,0,12
15452,AkHa00672,AkHa00672224,"2021-08-24 09:54:00",1,0,1
54803,AkHa00673,AkHa00673224,"2023-04-18 09:20:00",1,0,8
10801,AkHa00674,AkHa00674224,"2021-06-14 15:34:00",1,0,48
46066,AkHa00675,AkHa00675224,"2022-12-01 11:18:00",1,0,7
12156,AkHa00676,AkHa00676224,"2021-07-05 11:43:00",1,0,6
10431,AkHa00677,AkHa00677224,"2021-06-09 13:59:00",1,0,10
35833,AkHa00678,AkHa00678224,"2022-06-29 10:02:00",1,0,34
5113,AkHa00679,AkHa00679224,"2021-03-22 10:38:00",1,0,28
51331,AkHa00680,AkHa00680224,"2023-02-23 15:14:00",1,0,12
2686,AkHa00681,AkHa00681224,"2021-02-12 09:04:00",1,0,30
17694,AkHa00682,AkHa00682224,"2021-09-27 13:40:00",1,0,40
8388,AkHa00683,AkHa00683224,"2021-05-11 11:18:00",1,0,40
40673,AkHa00684,AkHa00684224,"2022-09-08 16:50:00",1,0,24
57714,AkHa00685,AkHa00685224,"2023-06-01 13:03:00",1,0,1
58232,AkHa00686,AkHa00686224,"2023-06-09 11:57:00",1,0,14
56441,AkHa00687,AkHa00687224,"2023-05-11 15:07:00",1,0,36
16239,AkHa00688,AkHa00688224,"2021-09-03 11:31:00",1,0,28
20928,AkHa00689,AkHa00689224,"2021-11-15 16:06:00",1,0,32
2851,AkHa00690,AkHa00690224,"2021-02-15 12:01:00",1,0,28
11493,AkHa00691,AkHa00691224,"2021-06-24 12:26:00",1,0,1
41405,AkHa00692,AkHa00692224,"2022-09-20 14:00:00",1,0,0
727,AkHa00693,AkHa00693224,"2021-01-13 16:48:00",1,0,24
17576,AkHa00694,AkHa00694224,"2021-09-24 13:18:00",1,0,18
33191,AkHa00695,AkHa00695224,"2022-05-20 16:58:00",1,0,38
23950,AkHa00696,AkHa00696224,"2021-12-31 11:32:00",1,19,12
48336,AkHa00697,AkHa00697224,"2023-01-04 12:58:00",1,0,10
49564,AkHa00698,AkHa00698224,"2023-01-25 10:55:00",1,0,7
14603,AkHa00699,AkHa00699224,"2021-08-11 11:19:00",1,0,10
53858,AkHa00700,AkHa00700224,"2023-04-03 11:16:00",1,0,18
12945,AkHa00701,AkHa00701224,"2021-07-16 12:34:00",1,0,3
33485,AkHa00702,AkHa00702224,"2022-05-26 11:01:00",1,0,7
1159,AkHa00703,AkHa00703224,"2021-01-20 15:35:00",1,0,3
36306,AkHa00704,AkHa00704224,"2022-07-05 15:42:00",1,0,5
17910,AkHa00705,AkHa00705224,"2021-09-30 10:54:00",1,0,18
51,AkHa00706,AkHa00706224,"2021-01-01 16:10:00",1,0,8
14477,AkHa00707,AkHa00707224,"2021-08-09 15:22:00",1,0,42
51958,AkHa00708,AkHa00708224,"2023-03-07 09:21:00",1,0,28
11834,AkHa00709,AkHa00709224,"2021-06-29 16:17:00",1,0,5
9428,AkHa00710,AkHa00710224,"2021-05-26 14:22:00",1,0,30
26040,AkHa00711,AkHa00711224,"2022-02-02 09:09:00",1,0,0
51186,AkHa00712,AkHa00712224,"2023-02-22 09:14:00",1,0,14
59761,AkHa00713,AkHa00713224,"2023-07-04 14:34:00",1,0,48
20104,AkHa00714,AkHa00714224,"2021-11-03 09:24:00",1,0,6
12779,AkHa00715,AkHa00715224,"2021-07-14 11:53:00",1,0,42
23281,AkHa00716,AkHa00716224,"2021-12-21 16:28:00",1,0,8
59081,AkHa00717,AkHa00717224,"2023-06-23 13:50:00",1,0,5
33932,AkHa00718,AkHa00718224,"2022-06-01 16:45:00",1,0,8
36549,AkHa00719,AkHa00719224,"2022-07-08 13:55:00",1,0,12
319,AkHa00720,AkHa00720224,"2021-01-07 13:17:00",1,0,12
13416,AkHa00721,AkHa00721224,"2021-07-23 12:00:00",1,20,1
36696,AkHa00722,AkHa00722224,"2022-07-11 14:47:00",1,0,8
35949,AkHa00723,AkHa00723224,"2022-06-30 12:52:00",1,0,0
37436,AkHa00724,AkHa00724224,"2022-07-22 09:33:00",1,30,32
18810,AkHa00725,AkHa00725224,"2021-10-14 10:21:00",1,0,34
45511,AkHa00726,AkHa00726224,"2022-11-23 09:15:00",1,0,7
35736,AkHa00727,AkHa00727224,"2022-06-27 16:42:00",1,0,5
6147,AkHa00728,AkHa00728224,"2021-04-07 11:04:00",1,0,2
49434,AkHa00729,AkHa00729224,"2023-01-23 13:57:00",1,0,36
27600,AkHa00730,AkHa00730224,"2022-02-25 13:06:00",1,0,28
50566,AkHa00731,AkHa00731224,"2023-02-10 15:24:00",1,0,34
30525,AkHa00732,AkHa00732224,"2022-04-11 14:44:00",1,0,40
30371,AkHa00733,AkHa00733224,"2022-04-08 10:25:00",1,0,42
14435,AkHa00734,AkHa00734224,"2021-08-09 11:38:00",1,0,48
15299,AkHa00735,AkHa00735224,"2021-08-20 15:05:00",1,0,2
30600,AkHa00736,AkHa00736224,"2022-04-12 13:30:00",1,0,1
17757,AkHa00737,AkHa00737224,"2021-09-28 11:43:00",1,0,32
22097,AkHa00738,AkHa00738224,"2021-12-02 15:01:00",1,0,30
37213,AkHa00739,AkHa00739224,"2022-07-19 14:52:00",1,0,8
9607,AkHa00740,AkHa00740224,"2021-05-28 15:06:00",1,0,7
36255,AkHa00741,AkHa00741224,"2022-07-05 11:52:00",1,0,7
3175,AkHa00742,AkHa00742224,"2021-02-19 14:45:00",1,0,30
59115,AkHa00743,AkHa00743224,"2023-06-24 07:47:00",6,53,0
59147,AkHa00743,AkHa00743224,"2023-06-25 13:49:00",7,22,0
58895,AkHa00743,AkHa00743224,"2023-06-21 07:49:00",3,20,0
58981,AkHa00743,AkHa00743224,"2023-06-22 10:56:00",4,42,0
59217,AkHa00743,AkHa00743224,"2023-06-26 15:08:00",8,54,0
58760,AkHa00743,AkHa00743224,"2023-06-19 10:20:00",1,41,0
59033,AkHa00743,AkHa00743224,"2023-06-23 06:54:00",5,52,0
58845,AkHa00743,AkHa00743224,"2023-06-20 12:08:00",2,20,0
220,AkHa00744,AkHa00744224,"2021-01-06 11:14:00",1,0,40
47013,AkHa00745,AkHa00745224,"2022-12-15 11:06:00",1,0,12
21385,AkHa00746,AkHa00746224,"2021-11-22 13:47:00",1,0,46
40833,AkHa00747,AkHa00747224,"2022-09-12 11:49:00",1,0,12
13905,AkHa00748,AkHa00748224,"2021-07-30 16:24:00",1,0,5
3053,AkHa00749,AkHa00749224,"2021-02-18 09:24:00",1,0,24
50417,AkHa00750,AkHa00750224,"2023-02-08 14:13:00",1,0,42
13424,AkHa00751,AkHa00751224,"2021-07-23 13:19:00",1,0,16
30768,AkHa00752,AkHa00752224,"2022-04-14 16:01:00",1,0,40
40029,AkHa00753,AkHa00753224,"2022-08-31 10:36:00",1,0,38
45601,AkHa00754,AkHa00754224,"2022-11-24 09:04:00",1,0,30
20682,AkHa00755,AkHa00755224,"2021-11-11 10:43:00",1,0,14
41294,AkHa00756,AkHa00756224,"2022-09-19 12:02:00",6,39,30
41491,AkHa00756,AkHa00756224,"2022-09-21 13:44:00",8,37,30
41029,AkHa00756,AkHa00756224,"2022-09-14 15:25:00",1,64,30
41211,AkHa00756,AkHa00756224,"2022-09-16 17:10:00",3,51,30
41118,AkHa00756,AkHa00756224,"2022-09-15 16:03:00",2,45,30
41247,AkHa00756,AkHa00756224,"2022-09-18 09:22:00",5,35,30
41394,AkHa00756,AkHa00756224,"2022-09-20 12:25:00",7,63,30
41214,AkHa00756,AkHa00756224,"2022-09-17 07:15:00",4,54,30
18925,AkHa00757,AkHa00757224,"2021-10-15 14:29:00",1,0,3
48072,AkHa00758,AkHa00758224,"2022-12-30 14:46:00",1,0,36
4037,AkHa00759,AkHa00759224,"2021-03-04 14:18:00",1,0,8
19271,AkHa00760,AkHa00760224,"2021-10-21 09:21:00",1,0,3
38881,AkHa00761,AkHa00761224,"2022-08-12 11:31:00",1,0,2
56910,AkHa00762,AkHa00762224,"2023-05-19 14:21:00",1,0,32
51314,AkHa00763,AkHa00763224,"2023-02-23 13:45:00",1,0,44
53350,AkHa00764,AkHa00764224,"2023-03-27 10:25:00",1,0,1
35699,AkHa00765,AkHa00765224,"2022-06-27 11:19:00",1,0,2
51612,AkHa00766,AkHa00766224,"2023-03-01 13:38:00",1,0,40
13401,AkHa00767,AkHa00767224,"2021-07-23 10:38:00",1,0,28
32405,AkHa00768,AkHa00768224,"2022-05-09 14:32:00",1,0,14
6540,AkHa00769,AkHa00769224,"2021-04-13 14:12:00",1,0,8
7952,AkHa00770,AkHa00770224,"2021-05-04 15:02:00",1,0,1
40425,AkHa00771,AkHa00771224,"2022-09-06 09:49:00",1,0,3
4009,AkHa00772,AkHa00772224,"2021-03-04 09:12:00",1,0,10
56041,AkHa00773,AkHa00773224,"2023-05-05 15:13:00",1,0,38
3453,AkHa00774,AkHa00774224,"2021-02-24 12:16:00",1,0,1
35716,AkHa00775,AkHa00775224,"2022-06-27 13:40:00",1,0,36
46836,AkHa00776,AkHa00776224,"2022-12-13 10:49:00",1,0,28
28003,AkHa00777,AkHa00777224,"2022-03-03 14:25:00",1,0,48
59741,AkHa00778,AkHa00778224,"2023-07-04 12:10:00",1,0,16
48362,AkHa00779,AkHa00779224,"2023-01-04 15:41:00",1,0,30
12328,AkHa00780,AkHa00780224,"2021-07-07 12:20:00",1,0,46
30576,AkHa00781,AkHa00781224,"2022-04-12 11:28:00",1,0,36
5538,AkHa00782,AkHa00782224,"2021-03-29 12:18:00",1,30,36
15829,AkHa00783,AkHa00783224,"2021-08-30 09:39:00",1,0,6
50330,AkHa00784,AkHa00784224,"2023-02-07 13:32:00",1,0,12
32674,AkHa00785,AkHa00785224,"2022-05-12 14:46:00",1,0,0
15608,AkHa00786,AkHa00786224,"2021-08-26 09:42:00",1,0,26
6217,AkHa00787,AkHa00787224,"2021-04-08 10:30:00",1,26,48
24001,AkHa00788,AkHa00788224,"2021-12-31 16:06:00",1,0,34
36012,AkHa00789,AkHa00789224,"2022-07-01 10:27:00",1,0,26
47676,AkHa00790,AkHa00790224,"2022-12-26 09:48:00",1,0,34
46768,AkHa00791,AkHa00791224,"2022-12-12 12:14:00",1,0,46
49610,AkHa00792,AkHa00792224,"2023-01-25 16:48:00",1,0,7
17898,AkHa00793,AkHa00793224,"2021-09-30 09:10:00",1,0,36
59447,AkHa00794,AkHa00794224,"2023-06-29 10:12:00",1,0,30
27042,AkHa00795,AkHa00795224,"2022-02-17 10:30:00",1,0,5
32702,AkHa00796,AkHa00796224,"2022-05-13 09:43:00",1,0,30
23344,AkHa00797,AkHa00797224,"2021-12-22 14:10:00",1,0,48
54195,AkHa00798,AkHa00798224,"2023-04-07 11:24:00",1,0,10
44695,AkHa00799,AkHa00799224,"2022-11-10 14:23:00",1,0,46
43939,AkKi00800,AkKi00800224,"2022-10-31 12:44:00",1,0,16
51464,AkKi00801,AkKi00801224,"2023-02-27 11:21:00",1,0,2
6965,AkKi00802,AkKi00802224,"2021-04-20 10:26:00",1,0,42
36511,AkKi00803,AkKi00803224,"2022-07-08 09:26:00",1,0,4
23231,AkKi00804,AkKi00804224,"2021-12-21 12:20:00",1,0,42
52351,AkKi00805,AkKi00805224,"2023-03-13 12:12:00",1,19,42
51596,AkKi00806,AkKi00806224,"2023-03-01 10:43:00",1,0,42
13679,AkKi00807,AkKi00807224,"2021-07-28 10:52:00",1,0,36
21475,AkKi00808,AkKi00808224,"2021-11-23 13:06:00",1,0,5
15935,AkKi00809,AkKi00809224,"2021-08-31 10:05:00",1,0,36
16934,AkKi00810,AkKi00810224,"2021-09-14 12:32:00",1,0,26
51207,AkKi00811,AkKi00811224,"2023-02-22 10:41:00",1,0,10
19478,AkKi00812,AkKi00812224,"2021-10-25 10:02:00",1,0,5
1152,AkKi00813,AkKi00813224,"2021-01-20 14:35:00",1,0,18
13362,AkKi00814,AkKi00814224,"2021-07-22 15:02:00",1,0,3
43568,AkKi00815,AkKi00815224,"2022-10-25 10:07:00",1,0,34
23893,AkKi00816,AkKi00816224,"2021-12-30 14:41:00",1,0,3
36673,AkKi00817,AkKi00817224,"2022-07-11 12:59:00",1,0,0
11977,AkKi00818,AkKi00818224,"2021-07-01 14:00:00",1,0,28
24187,AkKi00819,AkKi00819224,"2022-01-04 11:02:00",1,0,28
40579,AkKi00820,AkKi00820224,"2022-09-07 15:09:00",1,0,28
50878,AkKi00821,AkKi00821224,"2023-02-16 16:24:00",1,0,5
8174,AkKi00822,AkKi00822224,"2021-05-07 09:12:00",1,0,36
59762,AkKi00823,AkKi00823224,"2023-07-04 14:35:00",1,0,12
20995,AkKi00824,AkKi00824224,"2021-11-16 14:40:00",1,0,30
31182,AkKi00825,AkKi00825224,"2022-04-21 12:44:00",1,0,46
9363,AkKi00826,AkKi00826224,"2021-05-25 16:22:00",1,0,7
8639,AkKi00827,AkKi00827224,"2021-05-14 14:22:00",1,0,3
43169,AkKi00828,AkKi00828224,"2022-10-17 16:25:00",1,0,24
15291,AkKi00829,AkKi00829224,"2021-08-20 13:36:00",1,0,3
47583,AkKi00830,AkKi00830224,"2022-12-23 13:39:00",1,0,48
47135,AkKi00831,AkKi00831224,"2022-12-16 14:55:00",1,0,4
2393,AkKi00832,AkKi00832224,"2021-02-08 14:35:00",1,0,42
45854,AkKi00833,AkKi00833224,"2022-11-28 14:18:00",1,0,12
11956,AkKi00834,AkKi00834224,"2021-07-01 12:17:00",1,0,1
56507,AkKi00835,AkKi00835224,"2023-05-12 13:05:00",1,0,8
1629,AkKi00836,AkKi00836224,"2021-01-27 13:13:00",1,0,38
53976,AkKi00837,AkKi00837224,"2023-04-04 15:14:00",1,0,6
50104,AkKi00838,AkKi00838224,"2023-02-02 15:50:00",1,0,24
11477,AkKi00839,AkKi00839224,"2021-06-24 10:30:00",1,0,8
16981,AkKi00840,AkKi00840224,"2021-09-14 16:35:00",1,0,5
34716,AkKi00841,AkKi00841224,"2022-06-14 09:54:00",1,0,36
47059,AkKi00842,AkKi00842224,"2022-12-15 16:34:00",1,0,24
46008,AkKi00843,AkKi00843224,"2022-11-30 13:34:00",1,0,1
3478,AkKi00844,AkKi00844224,"2021-02-24 15:42:00",1,0,34
50765,AkKi00845,AkKi00845224,"2023-02-15 09:47:00",1,0,32
12071,AkKi00846,AkKi00846224,"2021-07-02 15:34:00",1,0,12
5889,AkKi00847,AkKi00847224,"2021-04-02 16:50:00",1,0,5
45519,AkKi00848,AkKi00848224,"2022-11-23 10:03:00",1,0,8
46561,AkKi00849,AkKi00849224,"2022-12-08 13:55:00",1,0,10
8191,AkKi00850,AkKi00850224,"2021-05-07 10:23:00",1,0,48
13,AkKi00851,AkKi00851224,"2021-01-01 11:14:00",1,0,32
55627,AkKi00852,AkKi00852224,"2023-05-01 11:21:00",1,0,34
12652,AkKi00853,AkKi00853224,"2021-07-12 16:42:00",1,0,14
31611,AkKi00854,AkKi00854224,"2022-04-27 14:18:00",1,0,1
23939,AkKi00855,AkKi00855224,"2021-12-31 10:36:00",1,0,44
23307,AkKi00856,AkKi00856224,"2021-12-22 10:27:00",1,0,38
37479,AkKi00857,AkKi00857224,"2022-07-22 13:55:00",1,0,0
22877,AkKi00858,AkKi00858224,"2021-12-15 14:44:00",1,0,42
6967,AkKi00859,AkKi00859224,"2021-04-20 10:38:00",1,0,30
46549,AkKi00860,AkKi00860224,"2022-12-08 12:29:00",1,0,36
19392,AkKi00861,AkKi00861224,"2021-10-22 11:39:00",1,0,18
22078,AkKi00862,AkKi00862224,"2021-12-02 12:34:00",1,0,4
6918,AkKi00863,AkKi00863224,"2021-04-19 13:24:00",1,0,30
35086,AkKi00864,AkKi00864224,"2022-06-17 16:19:00",1,0,28
55229,AkKi00865,AkKi00865224,"2023-04-24 13:26:00",1,0,2
34727,AkKi00866,AkKi00866224,"2022-06-14 11:04:00",1,0,1
31986,AkKi00867,AkKi00867224,"2022-05-03 12:46:00",1,16,18
53640,AkKi00868,AkKi00868224,"2023-03-30 11:16:00",1,0,16
45997,AkKi00869,AkKi00869224,"2022-11-30 12:42:00",1,0,38
38972,AkKi00870,AkKi00870224,"2022-08-15 09:00:00",1,0,0
24467,AkKi00871,AkKi00871224,"2022-01-07 15:37:00",1,0,1
39299,AkKi00872,AkKi00872224,"2022-08-18 16:13:00",1,0,5
36468,AkKi00873,AkKi00873224,"2022-07-07 14:30:00",1,0,3
36541,AkKi00874,AkKi00874224,"2022-07-08 13:08:00",1,0,30
48613,AkKi00875,AkKi00875224,"2023-01-09 14:14:00",1,0,28
16502,AkKi00876,AkKi00876224,"2021-09-07 16:59:00",1,0,46
59259,AkKi00877,AkKi00877224,"2023-06-27 09:11:00",1,0,2
29613,AkKi00878,AkKi00878224,"2022-03-28 12:59:00",1,0,18
36995,AkKi00879,AkKi00879224,"2022-07-15 12:29:00",1,0,6
4722,AkKi00880,AkKi00880224,"2021-03-16 10:40:00",1,0,30
11272,AkKi00881,AkKi00881224,"2021-06-21 16:47:00",1,240,32
11705,AkKi00881,AkKi00881224,"2021-06-28 11:39:00",8,274,32
11631,AkKi00881,AkKi00881224,"2021-06-26 06:15:00",6,502,32
11331,AkKi00881,AkKi00881224,"2021-06-22 14:29:00",2,178,32
11448,AkKi00881,AkKi00881224,"2021-06-24 06:45:00",4,172,32
11661,AkKi00881,AkKi00881224,"2021-06-27 08:27:00",7,87,32
11427,AkKi00881,AkKi00881224,"2021-06-23 14:57:00",3,139,32
